0,1,2,3,4,5,6,7,8,9,10,11,12,13,14
0.0,23.397569027978026,29.03205920147426,35.66395646800665,31.111757223952903,29.60507895163688,28.916252852084156,26.20734916905416,24.453898999611475,35.896042767269336,21.63223048329934,36.071266033587555,34.32891328933858,45.946908099865894,52.02891251428391
23.397569027978026,0.0,52.38084521741081,58.96744449952582,53.92574956297685,51.7226090451448,48.55755707492321,38.816242602334896,33.536037660085356,43.767025965270555,19.310394311683886,40.70932249817658,37.548579952946646,37.98925137781274,44.239507554581564
29.03205920147426,52.38084521741081,0.0,6.695597490654307,6.609524019901976,10.419468959802886,19.331602947870945,32.62394988698633,36.653527572518556,43.041351962892534,44.954616310941944,46.9056786911334,47.35601543866481,65.31166480571207,70.22792763620416
35.66395646800665,58.96744449952582,6.695597490654307,0.0,7.53480637186746,12.221624947923324,21.635808218987805,36.5561450736311,41.237376402476094,46.318599861274684,50.748282607750056,50.67896794008143,51.50151664820994,70.08509775098615,74.70981231483397
31.111757223952903,53.92574956297685,6.609524019901976,7.53480637186746,0.0,4.722939450002509,14.170864542781219,29.06197153957583,33.892490658613625,38.789527427933024,44.15629556728837,43.1523131920955,44.018466853903575,62.7467865942886,67.27640140925688
29.60507895163688,51.7226090451448,10.419468959802886,12.221624947923324,4.722939450002509,0.0,9.44833866835705,24.54905759003219,29.613103258315785,34.1021875657394,40.668978179130164,38.54374334401737,39.507907743764264,58.425462576667954,62.82849992552996
28.916252852084156,48.55755707492321,19.331602947870945,21.635808218987805,14.170864542781219,9.44833866835705,0.0,15.969047477485306,21.710085109172553,24.794932883911162,34.711660078480115,29.481179854915162,30.74006592547498,50.075157258147044,54.133793605732926
26.20734916905416,38.816242602334896,32.62394988698633,36.5561450736311,29.06197153957583,24.54905759003219,15.969047477485306,0.0,6.361958037964878,11.096823950930911,21.455989201257943,14.28371748056443,14.961052795909433,34.10825615226936,38.29621885623074
24.453898999611475,33.536037660085356,36.653527572518556,41.237376402476094,33.892490658613625,29.613103258315785,21.710085109172553,6.361958037964878,0.0,11.605724699544751,15.37317280152852,11.957929777037986,11.162444459154255,28.855834884919037,33.57756840791696
35.896042767269336,43.767025965270555,43.041351962892534,46.318599861274684,38.789527427933024,34.1021875657394,24.794932883911162,11.096823950930911,11.605724699544751,0.0,24.585156271285648,5.78938631816626,8.734955649285011,27.748543156206303,30.53768011051112
21.63223048329934,19.310394311683886,44.954616310941944,50.748282607750056,44.15629556728837,40.668978179130164,34.711660078480115,21.455989201257943,15.37317280152852,24.585156271285648,0.0,21.415611849216994,18.322153857417995,24.468356333682546,30.68731795831733
36.071266033587555,40.70932249817658,46.9056786911334,50.67896794008143,43.1523131920955,38.54374334401737,29.481179854915162,14.28371748056443,11.957929777037986,5.78938631816626,21.415611849216994,0.0,3.4432037202901298,21.98067390453214,25.013027908873173
34.32891328933858,37.548579952946646,47.35601543866481,51.50151664820994,44.018466853903575,39.507907743764264,30.74006592547498,14.961052795909433,11.162444459154255,8.734955649285011,18.322153857417995,3.4432037202901298,0.0,19.681989216596797,23.393738533883024
45.946908099865894,37.98925137781274,65.31166480571207,70.08509775098615,62.7467865942886,58.425462576667954,50.075157258147044,34.10825615226936,28.855834884919037,27.748543156206303,24.468356333682546,21.98067390453214,19.681989216596797,0.0,6.37096141088682
52.02891251428391,44.239507554581564,70.22792763620416,74.70981231483397,67.27640140925688,62.82849992552996,54.133793605732926,38.29621885623074,33.57756840791696,30.53768011051112,30.68731795831733,25.013027908873173,23.393738533883024,6.37096141088682,0.0
