0,1,2,3,4,5,6,7,8,9,10,11,12
0.0,37.530097765470984,14.364698370274757,47.2196584360687,32.11728380716125,49.65013906028402,54.29297593408963,49.362670450908126,55.072152824630535,21.85234377425845,42.02235023156473,36.59917037560203,40.22148986744644
37.530097765470984,0.0,23.1705126807667,9.789295927989022,5.689746430775214,12.488949475112369,17.182847533373682,12.633555312928259,18.398915878455036,16.786948762470985,10.312973495561858,8.948660280693794,9.853392769742447
14.364698370274757,23.1705126807667,0.0,32.85648309462761,17.763924884211757,35.309544553651804,39.96664693868268,35.06587028268773,40.80671876279761,8.200001405787654,28.148051676216337,22.796046647122264,26.407254832291613
47.2196584360687,9.789295927989022,32.85648309462761,0.0,15.11756762632337,3.010838009585181,7.522204423908018,3.992366707329728,9.069767369480438,25.993780758492033,10.346675384590354,13.67545724825496,11.557990316560888
32.11728380716125,5.689746430775214,17.763924884211757,15.11756762632337,0.0,17.549791522429388,22.218873870983884,17.371036921383194,23.151622725746012,11.098081858007772,11.981971261154815,7.904975666755775,10.685334148216242
49.65013906028402,12.488949475112369,35.309544553651804,3.010838009585181,17.549791522429388,0.0,4.698232910788911,1.662693315710822,6.07318726440978,28.17769230088983,10.700490263616684,14.942484151098215,12.236655549593722
54.29297593408963,17.182847533373682,39.96664693868268,7.522204423908018,22.218873870983884,4.698232910788911,0.0,5.029766677787464,2.2432554604380943,32.730450520777985,14.22084800752838,19.025863730246684,15.950663325451204
49.362670450908126,12.633555312928259,35.06587028268773,3.992366707329728,17.371036921383194,1.662693315710822,5.029766677787464,0.0,5.796993882448805,27.733796867420374,9.467993998375366,14.041813045303027,11.106244852635884
55.072152824630535,18.398915878455036,40.80671876279761,9.069767369480438,23.151622725746012,6.07318726440978,2.2432554604380943,5.796993882448805,0.0,33.35901541973975,14.120039019161801,19.223957173915373,15.928115198756574
21.85234377425845,16.786948762470985,8.200001405787654,25.993780758492033,11.098081858007772,28.17769230088983,32.730450520777985,27.733796867420374,33.35901541973975,0.0,20.183516202476856,14.772520704214195,18.39784195142429
42.02235023156473,10.312973495561858,28.148051676216337,10.346675384590354,11.981971261154815,10.700490263616684,14.22084800752838,9.467993998375366,14.120039019161801,20.183516202476856,0.0,5.429040169248685,1.849808632181686
36.59917037560203,8.948660280693794,22.796046647122264,13.67545724825496,7.904975666755775,14.942484151098215,19.025863730246684,14.041813045303027,19.223957173915373,14.772520704214195,5.429040169248685,0.0,3.6253328082580665
40.22148986744644,9.853392769742447,26.407254832291613,11.557990316560888,10.685334148216242,12.236655549593722,15.950663325451204,11.106244852635884,15.928115198756574,18.39784195142429,1.849808632181686,3.6253328082580665,0.0
