X,Y,Demand
52.20348910041839,50.72978017874458,0.0
96.49763785909357,25.91297391156623,45.0
78.25738717724272,36.313938411327975,48.0
65.17904064702735,43.61356146793328,42.0
96.97941780214255,26.71876896868418,45.0
91.17102470500676,30.112314788636507,49.0
60.26685365771848,46.494157706834905,39.0
90.79800238731981,31.727175360510508,32.0
81.20435511302823,37.29367909828431,26.0
77.21694292374373,39.278341995384366,25.0
98.03040029742924,29.994047462780216,43.0
99.66689451391491,29.286687653015875,32.0
87.11107543040406,35.12815136967428,48.0
98.23967420664464,30.94807723501839,25.0
