X,Y,Demand
52.20348910041839,50.72978017874458,0.0
49.660947688427115,25.86225914778576,39.0
48.44906118277853,11.767527833891311,32.0
49.22904190105515,16.054879981426083,26.0
51.17443251324049,29.679725688487057,42.0
51.308061713331874,9.00966258847019,23.0
52.27152016364892,14.729226681445128,23.0
54.86357433201602,7.337914668392386,34.0
54.25680835493784,24.916193107179197,34.0
54.29862139670137,33.50429431125678,38.0
57.10903370166033,11.158992465935924,31.0
58.74098534191453,2.4477622206862004,28.0
55.60594012811194,26.278935292282323,26.0
56.95169254989718,20.92013792786933,42.0
59.4498904521604,13.457386579026586,33.0
57.78313071074561,24.945342238307923,41.0
