X,Y,Demand
52.20348910041839,50.72978017874458,0.0
70.88938485829459,68.61709283326246,40.0
85.94855141230272,83.10131074151735,43.0
92.43099097894194,91.18266979207012,31.0
91.59677792900861,91.57734730577953,34.0
92.10022434015987,92.50994783000807,34.0
96.095553329917,97.2093047306607,47.0
60.72612225140316,59.96135980118476,30.0
93.90515364252909,96.06605024873197,24.0
94.8501759333649,97.42939200674574,45.0
85.81195186720466,89.7628678713074,31.0
87.76424580169459,94.37473769059223,30.0
82.5132105642716,89.05090383220305,29.0
78.43874365720616,84.26067824029715,20.0
87.35609003607301,96.64709818371925,20.0
85.97792495301567,94.94533630862611,36.0
