X,Y,Demand
52.20348910041839,50.72978017874458,0.0
55.43540575702629,82.25132802390151,25.0
55.54870576345744,84.94277296701497,39.0
55.790102921923356,92.91812896512099,34.0
55.0527216459057,86.60772177296604,42.0
54.71871306730297,88.86413886951327,37.0
55.28420715745575,98.05297637331218,27.0
53.91765753177731,83.56256970064666,23.0
52.718037102616,61.71458715306483,50.0
53.37792026740195,95.58592063074015,40.0
52.828739848989436,95.77894794700957,45.0
52.422558615089045,83.49191045759356,30.0
52.20206676799296,84.92086789325364,49.0
52.19157165002548,69.9406367014664,32.0
