X,Y,Demand
52.20348910041839,50.72978017874458,0.0
98.3305661197193,68.47241189018732,37.0
62.04397586380256,54.94647143364648,32.0
67.2007171086348,57.50929836318408,36.0
91.24354354447446,68.59262845798506,38.0
90.8072083313315,68.51502041594073,32.0
60.986268336492046,55.01478480277766,40.0
95.04650153119226,72.53595540976899,46.0
66.37697738716597,57.96175865515284,27.0
65.42334437761991,57.529683243117155,48.0
77.19434972787468,63.81007127472677,29.0
81.14876655652473,65.88886345531375,32.0
82.86998347767276,67.48602756403778,27.0
66.96809810387765,58.897048540674966,36.0
