X,Y,Demand
52.20348910041839,50.72978017874458,0.0
51.668590555197056,95.59643789739027,37.0
51.68543520801666,81.71272591677653,30.0
51.024387589231836,81.70697016736305,43.0
48.63959967781434,94.26785199611454,21.0
48.62992449040861,90.65134550726044,38.0
48.59568169441805,89.51525566637984,50.0
47.799059830975146,93.93254920351201,50.0
47.17728379039164,94.89950465630754,22.0
44.71730587080509,90.00961230905281,28.0
43.244893010997174,97.52129960618757,48.0
42.93349385199863,95.55025750235674,38.0
43.58340999609774,90.9454465307785,23.0
44.50593240514981,86.57290267374222,39.0
