X,Y,Demand
52.20348910041839,50.72978017874458,0.0
92.0996578785676,73.32126105696636,42.0
96.81250234541714,76.01340867204213,45.0
83.1220553183803,69.75797328478949,47.0
85.88250873054669,71.90464865391745,34.0
93.77608693779382,77.53720664738938,27.0
59.93330369290902,55.737756883805865,26.0
83.3439933677878,71.35443580704889,29.0
75.90381310541689,66.60613873923941,46.0
70.96191559535254,63.58181809253812,28.0
88.22204372494461,75.44492836115239,33.0
83.01149662215735,72.94151040782701,37.0
93.97688030590915,80.87279908377297,46.0
79.61572495801497,70.78910859056187,43.0
