X,Y,Demand
52.20348910041839,50.72978017874458,0.0
2.1949613134583434,19.181907158547006,27.0
4.009908723458688,19.83637294477738,33.0
18.38165810059834,28.596852383147052,49.0
34.44138571179649,38.843390438895675,37.0
8.957725429258723,21.631125445851353,21.0
31.696856847670883,36.493670737317984,45.0
25.047747381886253,31.697342003127147,39.0
17.68832308667011,26.29612477622032,48.0
7.715028638579502,18.948996435877618,38.0
10.847505717892481,20.821312486725986,39.0
8.545856617175385,17.989323401071577,46.0
38.9054606169968,40.48898235560664,50.0
