X,Y,Demand
52.20348910041839,50.72978017874458,0.0
97.06782318397615,56.900858006333166,33.0
96.9405042213813,57.78380225191449,47.0
81.17544344332481,55.66269151906253,50.0
75.66452025573324,55.35485326315366,49.0
62.14446700013444,52.93233136173554,40.0
95.19513944932417,62.25308931977215,34.0
94.40407949467325,63.023629463127996,45.0
86.93752446029282,60.899612224345056,24.0
94.22575515329174,64.52483662073766,48.0
98.08816110425252,65.96768439699122,48.0
81.92149439441303,60.70505780525498,23.0
84.72254398772449,61.76986917695293,41.0
