0,1,2,3,4,5,6,7,8,9,10,11,12,13
0.0,12.319783802320284,54.85329385342017,15.860462346424937,52.57169288034939,45.83087998746367,57.2253077680559,56.72453754352323,20.98792892273214,51.4245488872458,44.43298062909268,47.755744701740305,44.24768143787493,9.201758966779984
12.319783802320284,0.0,42.53414688906907,3.5429114236111383,40.27013208217872,33.56326725556769,44.95508823805581,44.462727137051914,8.815601955328818,39.21396204533987,32.23239594986079,35.57122033560194,32.073873660457,3.501535810494399
54.85329385342017,42.53414688906907,0.0,38.99283152812945,3.084273179073138,9.676997360956168,4.609101033287533,4.680737306534575,34.00555377559587,6.648325103650949,11.737541765092926,9.346952810253466,12.189844770734572,45.760869797254436
15.860462346424937,3.5429114236111383,38.99283152812945,0.0,36.72814990560409,30.029331170656597,41.41932549754446,40.92907403383796,5.388822457514794,35.69562432335723,28.719702518627656,32.06238794469007,28.57041634312548,6.872147391423958
52.57169288034939,40.27013208217872,3.084273179073138,36.72814990560409,0.0,6.911958840564142,4.971670351446456,4.649371586867602,31.631481535875565,3.7485002539896937,8.829210433950278,6.273269355660746,9.244568817801403,43.428077206266565
45.83087998746367,33.56326725556769,9.676997360956168,30.029331170656597,6.911958840564142,0.0,11.394493987584964,10.89974338996535,24.85160896505461,5.882516851942905,2.272062864577805,2.9970907838764203,2.8362728973702365,36.65815040577795
57.2253077680559,44.95508823805581,4.609101033287533,41.41932549754446,4.971670351446456,11.394493987584964,0.0,0.6189287333262776,36.24426858424847,6.133687419704571,12.942093505010531,9.80103126006774,13.233833336215588,48.05061144532496
56.72453754352323,44.462727137051914,4.680737306534575,40.92907403383796,4.649371586867602,10.89974338996535,0.6189287333262776,0.0,35.73987650184534,5.547872505648511,12.399707880212722,9.230899226817249,12.679945598569299,47.545188548265315
20.98792892273214,8.815601955328818,34.00555377559587,5.388822457514794,31.631481535875565,24.85160896505461,36.24426858424847,35.73987650184534,0.0,30.441362493344826,23.451889765904166,26.782446515593826,23.279068435268083,11.806541511513528
51.4245488872458,39.21396204533987,6.648325103650949,35.69562432335723,3.7485002539896937,5.882516851942905,6.133687419704571,5.547872505648511,30.441362493344826,0.0,6.992350816017662,3.713595822681702,7.211310819013713,42.22909086672338
44.43298062909268,32.23239594986079,11.737541765092926,28.719702518627656,8.829210433950278,2.272062864577805,12.942093505010531,12.399707880212722,23.451889765904166,6.992350816017662,0.0,3.3509503345769422,0.5873322989343954,35.23692260586075
47.755744701740305,35.57122033560194,9.346952810253466,32.06238794469007,6.273269355660746,2.9970907838764203,9.80103126006774,9.230899226817249,26.782446515593826,3.713595822681702,3.3509503345769422,0.0,3.5110584003531486,38.55672677220592
44.24768143787493,32.073873660457,12.189844770734572,28.57041634312548,9.244568817801403,2.8362728973702365,13.233833336215588,12.679945598569299,23.279068435268083,7.211310819013713,0.5873322989343954,3.5110584003531486,0.0,35.04797056612994
9.201758966779984,3.501535810494399,45.760869797254436,6.872147391423958,43.428077206266565,36.65815040577795,48.05061144532496,47.545188548265315,11.806541511513528,42.22909086672338,35.23692260586075,38.55672677220592,35.04797056612994,0.0
