X,Y,Demand
52.20348910041839,50.72978017874458,0.0
26.600126156844784,84.88117698503606,20.0
35.59963878334842,72.61785485754172,39.0
25.78329399982736,85.1446776378426,21.0
39.66719789979551,66.91725575734398,21.0
29.227712557850282,80.04266943991321,20.0
14.54702023764396,98.59932849075986,37.0
18.979802800587187,92.95025713807678,29.0
11.844977066355078,98.78456812587373,22.0
40.06511128321711,65.07897334570445,27.0
28.300378309696594,78.95028448933468,37.0
11.352052385297185,98.5104004176442,30.0
39.37222354851397,65.43631998117247,41.0
19.329894071190978,88.33700008290072,25.0
34.43352609202614,70.9939397736737,23.0
37.311802366594634,67.2132764780165,45.0
24.8539330713244,80.53700184169055,45.0
