X,Y,Demand
52.20348910041839,50.72978017874458,0.0
19.276920686702827,33.68338334821287,33.0
22.776384003317073,35.217024376394654,36.0
10.158681626890676,28.196295942729087,23.0
28.69154096232418,37.93865550890967,36.0
17.30265706679852,31.608892837531577,32.0
13.910637894173162,29.572691637482485,45.0
1.5691041386025284,21.055362615659313,43.0
16.467370916805457,29.32359983795989,40.0
34.62534108582681,40.11531823001157,29.0
0.6057288945122585,19.465996307544042,28.0
11.40637347763629,25.812853027633732,30.0
21.165334399307746,31.726607412618048,45.0
20.089651177586255,30.832790074736472,29.0
31.786878728792246,38.00160433467096,36.0
