0,1,2,3,4,5,6,7,8,9,10,11,12,13,14
0.0,10.03620880387736,36.23990058256509,42.70463374455263,50.33630002846696,52.3465765393278,52.35739893580553,23.907484780173988,28.82467207282999,33.65815953590053,46.82995586016539,44.851519618898536,45.319923078575606,42.96424831262965,30.872490736196593
10.03620880387736,0.0,26.204419777620327,32.67864723774667,40.31818868641732,42.331684479227214,42.36100895826143,13.962572521083969,18.945929414899094,23.771904054349466,36.95537652041902,34.98175649080394,35.4632865241745,33.111603594369235,21.12559885300393
36.23990058256509,26.204419777620327,0.0,6.5662620685124775,14.218315186894873,16.24384636702083,16.402347738067775,12.63054763782808,8.572689732611849,5.370265836838236,12.241267211779622,10.533104643151983,11.085468758323575,9.155458119721951,8.26120690548362
42.70463374455263,32.67864723774667,6.5662620685124775,0.0,7.66027175289331,9.684273818327783,9.84222226583264,18.90621491839831,14.3507646633456,9.893459309934913,6.764160280385374,5.725050714567176,6.1989063816316605,5.501691414927121,13.15945782788259
50.33630002846696,40.31818868641732,14.218315186894873,7.66027175289331,0.0,2.0257300252601467,2.4328793996333715,26.483879519277515,21.78106094625764,17.097152329944844,6.212456537464115,7.479513943261374,7.386368240201579,9.08197805004611,20.279091490558205
52.3465765393278,42.331684479227214,16.24384636702083,9.684273818327783,2.0257300252601467,0.0,1.126418051426562,28.482318727563836,23.75143749418392,19.038136742425042,7.438097253939913,8.982354257338002,8.796695591467174,10.716704712934007,22.194710884755274
52.35739893580553,42.36100895826143,16.402347738067775,9.84222226583264,2.4328793996333715,1.126418051426562,0.0,28.46137619763733,23.660865084795855,18.897491543652645,6.779497619916129,8.462959605408997,8.219160194477492,10.273149171761458,22.003087832527505
23.907484780173988,13.962572521083969,12.63054763782808,18.90621491839831,26.483879519277515,28.482318727563836,28.46137619763733,0.0,5.030700146648541,9.823934024722764,23.00018564738757,21.0295564018579,21.516961657480746,19.169942115077685,7.430434849921085
28.82467207282999,18.945929414899094,8.572689732611849,14.3507646633456,21.78106094625764,23.75143749418392,23.660865084795855,5.030700146648541,0.0,4.8337897092834705,18.01485832593213,16.03903200839762,16.51781887540795,14.165685124583527,2.62072519435577
33.65815953590053,23.771904054349466,5.370265836838236,9.893459309934913,17.097152329944844,19.038136742425042,18.897491543652645,9.823934024722764,4.8337897092834705,0.0,13.18393831111699,11.209861437257024,11.69379576810645,9.346014311090364,3.2693367759128678
46.82995586016539,36.95537652041902,12.241267211779622,6.764160280385374,6.212456537464115,7.438097253939913,6.779497619916129,23.00018564738757,18.01485832593213,13.18393831111699,0.0,1.9794765905561564,1.553248076917243,3.884221003782543,16.025668984366533
44.851519618898536,34.98175649080394,10.533104643151983,5.725050714567176,7.479513943261374,8.982354257338002,8.462959605408997,21.0295564018579,16.03903200839762,11.209861437257024,1.9794765905561564,0.0,0.552467318269651,1.9124379724103866,14.048294935779222
45.319923078575606,35.4632865241745,11.085468758323575,6.1989063816316605,7.386368240201579,8.796695591467174,8.219160194477492,21.516961657480746,16.51781887540795,11.69379576810645,1.553248076917243,0.552467318269651,0.0,2.3557983196724765,14.49373184132261
42.96424831262965,33.111603594369235,9.155458119721951,5.501691414927121,9.08197805004611,10.716704712934007,10.273149171761458,19.169942115077685,14.165685124583527,9.346014311090364,3.884221003782543,1.9124379724103866,2.3557983196724765,0.0,12.142340243789672
30.872490736196593,21.12559885300393,8.26120690548362,13.15945782788259,20.279091490558205,22.194710884755274,22.003087832527505,7.430434849921085,2.62072519435577,3.2693367759128678,16.025668984366533,14.048294935779222,14.49373184132261,12.142340243789672,0.0
