X,Y,Demand
52.20348910041839,50.72978017874458,0.0
26.020089008591707,5.724412904188014,48.0
28.296191528430782,7.795962544079971,49.0
27.115681779609346,5.345953232913214,47.0
35.96209717982578,21.255564121295745,28.0
32.51172707799617,14.624420646422397,48.0
38.937796910988254,26.253245208959953,29.0
38.89018140758718,25.296993912790235,36.0
28.175593841095292,4.256091806089001,48.0
46.0041425209859,38.64168422416368,45.0
42.73107245691331,30.85545113800712,45.0
33.09848377199811,5.703927813024956,40.0
39.661643011946104,16.357332303988137,34.0
