X,Y,Demand
52.20348910041839,50.72978017874458,0.0
65.99807298009921,99.99675866055898,43.0
58.091990450146845,73.6177870031792,24.0
62.52371719736745,94.98672013038303,21.0
58.691391740930385,79.2062841370611,39.0
55.4095314346297,65.01278639542386,27.0
58.16715872068846,79.03053032965266,45.0
59.17597178015876,84.16489324635276,44.0
58.47266279339788,82.79021200441584,24.0
60.509321014693285,96.27596190226457,27.0
57.89802022368102,83.11465786546103,20.0
58.40471669984131,86.78732535628886,22.0
58.99830415126296,90.28831139075449,31.0
56.455961086632534,77.89294960669372,32.0
56.66543326876206,83.54673213407274,22.0
58.039006669367545,99.71387413755059,37.0
52.98717903597845,58.01269799739017,35.0
