X,Y,Demand
52.20348910041839,50.72978017874458,0.0
92.18469877791891,5.509849919590892,38.0
86.73036503738561,12.061620453639964,28.0
95.25468746723179,3.911983805516517,23.0
69.51609717546364,32.05966112906924,27.0
94.97928097665246,5.149868096593724,35.0
83.12955774707905,18.021404407080908,29.0
85.10683620625056,16.070233244557595,34.0
77.5926921806322,24.177197524909232,42.0
84.58021077571985,20.012413607456992,20.0
79.58260581074833,24.952857467812585,40.0
94.01924104345834,12.29183258100479,45.0
99.68568963015795,8.043968937179402,42.0
78.05637789609501,28.711376991460792,30.0
61.72618016953183,42.89931250990495,23.0
91.15627138105148,18.732225512686362,28.0
