X,Y,Demand
52.20348910041839,50.72978017874458,0.0
28.235757677606966,97.53839077541568,31.0
26.097805542010754,98.77203412943267,46.0
32.203089529392194,86.609190571238,26.0
24.093733374795267,98.83239241268656,26.0
43.396477478256536,65.76087141136713,41.0
43.617784252288715,65.33633273819814,26.0
44.9673453467837,62.8881174691366,24.0
35.36697647419634,77.85139166396468,24.0
38.78688783614632,72.20807072748308,49.0
36.19537635562644,76.19141231070621,41.0
38.468609586634315,72.45844010290503,21.0
28.826588085035652,87.19681176774378,33.0
34.83478490095153,77.01433471667288,46.0
18.524274619311353,99.41519207533202,22.0
23.90053889957633,90.41451515066188,40.0
