X,Y,Demand
52.20348910041839,50.72978017874458,0.0
63.83642529904369,65.99974126033601,23.0
83.20672370971523,92.28260197956722,33.0
81.2866961601371,91.18207581902476,46.0
59.98859299820566,61.90933181455491,48.0
82.63997937864322,96.90098263630962,32.0
58.65733426568641,60.900213614973985,21.0
77.20987599198433,90.82129605362142,32.0
77.34097628349626,92.5812694214666,49.0
72.3073641062247,86.1676326878,31.0
73.50383682796728,89.17086218403993,27.0
66.69869411988103,77.43621206239581,28.0
59.326844899254084,64.54060987693916,48.0
65.39203848613604,76.361348581653,26.0
66.22125042598103,78.44614353426081,44.0
