X,Y,Demand
52.20348910041839,50.72978017874458,0.0
40.72394654864186,97.52886174144706,43.0
40.472209677352545,94.73989689282566,22.0
40.85166371619277,90.23753107568736,32.0
50.43912222407787,56.80302585282935,30.0
41.357691731662364,84.03735707585786,41.0
39.62026906311175,87.49233844190184,34.0
43.575084422534594,73.62961421102732,28.0
36.77201744913297,88.35114410488795,40.0
33.4681546483227,94.71854977795667,40.0
45.64575905644707,66.07474767285227,46.0
34.84849884598019,91.09178319367443,35.0
37.980635356857285,80.49440162680442,26.0
30.325302214526882,96.3770700126873,39.0
39.742549606303946,76.28186753847436,25.0
