0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
0.0,46.08233717774647,57.711237954550704,55.5466433691478,47.79790750073149,57.28783133575495,51.52505307229932,11.2096218669812,23.488375748635356,42.6910242923521,50.19136901668466,50.17180652333812,33.33923324001981,29.808672487474116,47.09787091507487,34.594136164115284
46.08233717774647,0.0,11.664821718757018,9.53211925889396,2.6339183266945585,11.478877668710105,6.004959228429549,34.91300986451995,22.845942449969378,7.625484134017797,8.968489977802928,10.50025888655904,15.193938718614673,18.093579055744158,10.080552080028719,14.956311387966798
57.711237954550704,11.664821718757018,0.0,2.1808632028522106,9.998871250383225,1.817150056352922,6.4632514113193364,46.52346549468841,34.36609870107938,16.473405324504984,10.95719019797975,12.422386016869156,25.80708194814117,29.059652820424994,14.792274168533423,25.159535284045678
55.5466433691478,9.53211925889396,2.1808632028522106,0.0,7.818009023373986,2.2779588428010813,4.322828279063005,44.35553882402818,32.18967043214557,14.364539452540487,9.273755105785263,10.862035677841554,23.646775396035835,26.88657216142197,12.991987372840896,23.02099969202279
47.79790750073149,2.6339183266945585,9.998871250383225,7.818009023373986,0.0,9.49491844092228,3.7567387162875376,36.59541639848932,24.393349692615715,7.172504815389303,6.495441222423429,8.126951567100114,15.95028907066735,19.112077241545137,8.233000457521912,15.454829124770717
57.28783133575495,11.478877668710105,1.817150056352922,2.2779588428010813,9.49491844092228,0.0,5.766093482587634,46.08267829098048,33.85834997868433,15.503139174471384,9.48661939348456,10.853123236467276,24.983709452797086,28.313749496769898,13.38321021282056,24.244733595886576
51.52505307229932,6.004959228429549,6.4632514113193364,4.322828279063005,3.7567387162875376,5.766093482587634,0.0,40.31881238954009,28.092364899174108,10.04664553192084,5.93966292646792,7.708847891955304,19.34669819941633,22.620388242056904,9.188409268175189,18.700561783183122
11.2096218669812,34.91300986451995,46.52346549468841,44.35553882402818,36.59541639848932,46.08267829098048,40.31881238954009,0.0,12.287828336889609,31.530394633024247,39.04293704189435,39.07949841358354,22.288899714792525,18.773983913476215,36.03580228198846,23.613096235302685
23.488375748635356,22.845942449969378,34.36609870107938,32.18967043214557,24.393349692615715,33.85834997868433,28.092364899174108,12.287828336889609,0.0,19.27106401427282,26.79057925773964,26.896982293491046,10.308574846492075,6.9675944013686335,23.905421784416724,11.776421766033716
42.6910242923521,7.625484134017797,16.473405324504984,14.364539452540487,7.172504815389303,15.503139174471384,10.04664553192084,31.530394633024247,19.27106401427282,0.0,7.5202467795006065,7.794907228711906,9.59886509280073,13.056875965666183,5.19976218952159,8.749328205490313
50.19136901668466,8.968489977802928,10.95719019797975,9.273755105785263,6.495441222423429,9.48661939348456,5.93966292646792,39.04293704189435,26.79057925773964,7.5202467795006065,0.0,1.7826932775211077,16.954824660516316,20.46650893072169,3.9266942455791063,15.90289304875108
50.17180652333812,10.50025888655904,12.422386016869156,10.862035677841554,8.126951567100114,10.853123236467276,7.708847891955304,39.07949841358354,26.896982293491046,7.794907228711906,1.7826932775211077,0.0,16.837568663920393,20.368703866166673,3.1507354665444773,15.661987416906044
33.33923324001981,15.193938718614673,25.80708194814117,23.646775396035835,15.95028907066735,24.983709452797086,19.34669819941633,22.288899714792525,10.308574846492075,9.59886509280073,16.954824660516316,16.837568663920393,0.0,3.531298015520929,13.759642293246827,1.5937633271242422
29.808672487474116,18.093579055744158,29.059652820424994,26.88657216142197,19.112077241545137,28.313749496769898,22.620388242056904,18.773983913476215,6.9675944013686335,13.056875965666183,20.46650893072169,20.368703866166673,3.531298015520929,0.0,17.289346095314592,4.861335816312564
47.09787091507487,10.080552080028719,14.792274168533423,12.991987372840896,8.233000457521912,13.38321021282056,9.188409268175189,36.03580228198846,23.905421784416724,5.19976218952159,3.9266942455791063,3.1507354665444773,13.759642293246827,17.289346095314592,0.0,12.5435321729028
34.594136164115284,14.956311387966798,25.159535284045678,23.02099969202279,15.454829124770717,24.244733595886576,18.700561783183122,23.613096235302685,11.776421766033716,8.749328205490313,15.90289304875108,15.661987416906044,1.5937633271242422,4.861335816312564,12.5435321729028,0.0
