X,Y,Demand
52.20348910041839,50.72978017874458,0.0
74.63449221263929,41.433165264469785,45.0
93.37933107385204,35.398693118766325,25.0
97.5604736979582,34.95043956975867,43.0
69.71845518731354,44.736320578342394,34.0
94.72198467985449,37.60537890972404,29.0
68.31864173904478,45.913852818478404,40.0
77.84599479022823,43.458417666146445,50.0
85.37472406521567,41.34919897655765,26.0
83.54863283267503,42.59882047350014,49.0
92.54152478579023,40.649476509364845,38.0
74.57211974468424,45.700232993174325,47.0
88.26555598824854,42.68905226311443,45.0
