X,Y,Demand
52.20348910041839,50.72978017874458,0.0
63.06525078805804,30.53444368182805,26.0
64.70486360701621,27.889368937502578,22.0
72.42823079163462,14.370081690754343,44.0
77.92206402624751,5.613905583981849,36.0
53.196387109794586,48.99841789923799,25.0
80.96412410055846,1.1995262776404392,23.0
77.23028937331858,8.803748145202139,23.0
77.80804383248862,7.910611915933396,48.0
78.03548356997483,7.679361114208727,38.0
69.00799633249409,23.189844397506242,24.0
75.99847169856537,12.765165710234982,32.0
70.242177247267,22.50976335615462,36.0
79.58255791130941,8.384463044396428,37.0
66.8069412576917,29.052419616046954,31.0
78.96148456257525,11.70436387955538,29.0
80.15843683168205,11.30463242238411,23.0
