X,Y,Demand
52.20348910041839,50.72978017874458,0.0
87.72542939349559,1.3414863053786141,36.0
88.58838871089704,1.371898409950345,21.0
80.97907097507424,12.089197668898455,33.0
76.66980674474982,19.232004274186785,35.0
71.49467302711349,26.012608199331876,37.0
89.45078540891862,3.524243184443987,29.0
83.10913720911128,11.623052943135114,42.0
82.23485941739,13.09652427673118,33.0
72.53238623101714,25.40266029919738,34.0
91.16216401798327,2.9057403894830025,42.0
62.27607011103971,38.541211281978384,21.0
77.03927073933255,21.105691749852117,31.0
84.02127170238208,13.529198342785499,28.0
71.72544648003871,28.62174735120687,49.0
