0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16
0.0,22.93097213776087,26.03783305544584,41.60610352597296,51.93156301004086,1.9958611674967464,57.27495244100273,48.82758333132272,49.890624307043076,50.20588132786185,32.26204466780766,44.80528036502714,33.49273980322477,50.42558172356591,26.13749750597729,47.31779198650154,48.33033600409311
22.93097213776087,0.0,3.112033193775482,18.680256773552212,29.013068067349344,20.935921622926628,34.36432808840367,25.939765739641008,27.00347589704731,27.321469007311315,9.447717356757396,21.977612307794647,10.76586121637019,27.630473699204043,4.024505299052512,24.642689657869308,25.728634829616976
26.03783305544584,3.112033193775482,0.0,15.569891725009843,25.90155699057825,24.04239961726045,31.252379957453815,22.828648923110677,23.892343211751147,24.210531692105185,6.372007702059568,18.87556905063252,7.7202330639286725,24.53135018116462,2.402377432946778,21.568626052585305,22.66862172003435
41.60610352597296,18.680256773552212,15.569891725009843,0.0,10.336963946079656,39.610421355629505,15.694744485694402,7.351451269121247,8.406374850455348,8.72966354183338,9.459715532662909,3.9143805944297396,8.428122431057567,9.328023751842709,15.721639322185899,7.056164417334207,8.315832167530646
51.93156301004086,29.013068067349344,25.90155699057825,10.336963946079656,0.0,49.935708744438834,5.3610515904971505,3.2639926065797638,2.2995348616211815,2.068567267517329,19.707212588937377,7.405452642239743,18.55938228485665,3.2300508639628007,25.940506822176406,6.1785174031850305,6.11438756329683
1.9958611674967464,20.935921622926628,24.04239961726045,39.610421355629505,49.935708744438834,0.0,55.27912135554857,46.83203961657691,47.895108802020815,48.210425911441725,30.26696966010384,42.81102224644197,31.499329848642223,48.43266809208246,24.147257229878083,45.32865221881509,46.34407824933638
57.27495244100273,34.36432808840367,31.252379957453815,15.694744485694402,5.3610515904971505,55.27912135554857,0.0,8.471464571220613,7.41616566043409,7.1109208170658995,25.03044310872619,12.586569002798404,23.855530777312158,7.316559401628484,31.244351383362257,10.694025348843141,10.137174269576597
48.82758333132272,25.939765739641008,22.828648923110677,7.351451269121247,3.2639926065797638,46.83203961657691,8.471464571220613,0.0,1.0637163809602874,1.3829619986807578,16.57002921632153,4.148518278661088,15.38468602374225,2.3893445273922183,22.773995746766687,3.3779592095943105,3.850775208419265
49.890624307043076,27.00347589704731,23.892343211751147,8.406374850455348,2.2995348616211815,47.895108802020815,7.41616566043409,1.0637163809602874,0.0,0.32435438564338426,17.632236988768916,5.180853583111521,16.443161495280847,1.8366913480165556,23.83275667416139,3.9652212396420503,4.1284043465805835
50.20588132786185,27.321469007311315,24.210531692105185,8.72966354183338,2.068567267517329,48.210425911441725,7.1109208170658995,1.3829619986807578,0.32435438564338426,0.0,17.946326016885163,5.478578807795398,16.753401269517536,1.7001787404770834,24.143069236982523,4.13014831444891,4.201133491008467
32.26204466780766,9.447717356757396,6.372007702059568,9.459715532662909,19.707212588937377,30.26696966010384,25.03044310872619,16.57002921632153,17.632236988768916,17.946326016885163,0.0,12.55152068780899,1.4091532043023545,18.193973441641848,6.262142735147532,15.198295650321882,16.296950236762633
44.80528036502714,21.977612307794647,18.87556905063252,3.9143805944297396,7.405452642239743,42.81102224644197,12.586569002798404,4.148518278661088,5.180853583111521,5.478578807795398,12.55152068780899,0.0,11.317778452104063,5.660055638142343,18.701841396982665,3.147180604328459,4.408907732496451
33.49273980322477,10.76586121637019,7.7202330639286725,8.428122431057567,18.55938228485665,31.499329848642223,23.855530777312158,15.38468602374225,16.443161495280847,16.753401269517536,1.4091532043023545,11.317778452104063,0.0,16.93419085302199,7.389668276667204,13.88463099645357,14.962859465638388
50.42558172356591,27.630473699204043,24.53135018116462,9.328023751842709,3.2300508639628007,48.43266809208246,7.316559401628484,2.3893445273922183,1.8366913480165556,1.7001787404770834,18.193973441641848,5.660055638142343,16.93419085302199,0.0,24.297753182708608,3.3774951753921085,2.976411552031494
26.13749750597729,4.024505299052512,2.402377432946778,15.721639322185899,25.940506822176406,24.147257229878083,31.244351383362257,22.773995746766687,23.83275667416139,24.143069236982523,6.262142735147532,18.701841396982665,7.389668276667204,24.297753182708608,0.0,21.182255800237794,22.209150914292668
47.31779198650154,24.642689657869308,21.568626052585305,7.056164417334207,6.1785174031850305,45.32865221881509,10.694025348843141,3.3779592095943105,3.9652212396420503,4.13014831444891,15.198295650321882,3.147180604328459,13.88463099645357,3.3774951753921085,21.182255800237794,0.0,1.2619350111523928
48.33033600409311,25.728634829616976,22.66862172003435,8.315832167530646,6.11438756329683,46.34407824933638,10.137174269576597,3.850775208419265,4.1284043465805835,4.201133491008467,16.296950236762633,4.408907732496451,14.962859465638388,2.976411552031494,22.209150914292668,1.2619350111523928,0.0
