X,Y,Demand
52.20348910041839,50.72978017874458,0.0
61.76906886566107,42.96596947196579,49.0
95.10160625212384,16.544470593950457,27.0
64.60762242652265,40.84586687122348,33.0
94.55253219734433,19.579476150043874,39.0
89.95015897540407,24.736348820531283,23.0
99.35930187097607,18.30964490609608,35.0
99.1508587370522,18.892417792267757,31.0
69.73718225839643,39.194496709859635,50.0
95.62098866475074,23.172476975456835,35.0
89.77005954686734,27.001262473727415,32.0
92.81767070363698,25.60808826282105,25.0
89.90744683323278,27.57230009325585,49.0
60.133455999827746,46.06201914619506,50.0
