X,Y,Demand
52.20348910041839,50.72978017874458,0.0
42.4094930822135,52.92138442002818,20.0
16.75900197589575,58.280854719083244,45.0
10.193875879325509,58.40298943371488,47.0
2.5624357962403033,59.06698159214419,21.0
0.5383539245101487,59.14868050140147,49.0
0.358471229906443,58.03671834253017,27.0
28.45997496899638,53.525019918948345,25.0
23.463571482869426,52.93859330861414,41.0
18.63987067253987,53.250736618651,26.0
5.459836402721008,53.57155749973368,30.0
7.430859661171696,53.38881481942539,20.0
6.946777252922464,53.12257365097152,48.0
9.297932475807713,52.97473982239672,24.0
21.33838411840715,51.40504213233701,47.0
