X,Y,Demand
52.20348910041839,50.72978017874458,0.0
62.37887573052774,5.457784057738257,23.0
59.92110827446835,17.184986925202907,49.0
62.72147455561884,11.221917389611457,46.0
66.91723250378338,8.437199759983194,28.0
71.44572700075483,2.527537012503589,29.0
56.375018653663254,41.2185243232136,32.0
74.05356927402067,1.6966687010190107,46.0
60.51924310191434,32.611602234775205,36.0
67.38044690986595,18.035224430044362,34.0
65.88279880639011,21.42792892578167,36.0
74.28603054402924,6.964746387622556,33.0
73.79212876909548,9.31599099434981,22.0
70.39872934305829,16.057726579085173,44.0
76.31998536749639,5.190015116919144,34.0
