X,Y,Demand
52.20348910041839,50.72978017874458,0.0
37.94959541721309,11.659377516536551,43.0
40.89961793729033,16.079453326742545,31.0
36.813570320501086,1.3982255318108372,33.0
41.435133778626025,15.94700283528172,36.0
49.06225306988464,40.398393771277895,25.0
38.15303340209181,3.073305479445021,48.0
40.89146809142778,8.261881738921916,25.0
45.44337367139259,22.88419310380495,27.0
40.93789239837552,3.4364697038468672,23.0
46.02249154046108,23.992451740863196,24.0
43.23577978946883,3.4225430974804016,35.0
46.60935236179764,19.572575509783164,38.0
46.402173976785654,16.244955627096402,40.0
49.562903791456236,34.794625646861434,36.0
48.82473613757149,18.091908648935707,26.0
