0,1,2,3,4,5,6,7,8,9,10,11,12,13
0.0,103.8300000000001,400.35,131.64999999999998,152.87,185.89999999999998,222.64999999999998,263.14,352.2699999999999,110.16999999999996,223.58999999999997,282.15,310.54,132.0
103.8300000000001,0.0,296.5199999999999,99.59999999999997,256.7000000000001,289.7300000000001,326.4800000000001,366.97,441.5000000000001,214.00000000000006,255.64,385.9800000000001,342.59000000000003,135.93000000000012
400.35,296.5199999999999,0.0,363.53999999999996,553.22,586.25,623.0,663.49,738.02,510.52,453.16,682.5,617.15,302.23000000000013
131.64999999999998,99.59999999999997,363.53999999999996,0.0,189.68000000000006,222.71000000000004,259.46000000000004,299.95000000000005,374.4800000000001,232.86,355.23999999999995,318.96000000000004,442.19,235.5300000000001
152.87,256.7000000000001,553.22,189.68000000000006,0.0,63.610000000000014,137.98000000000002,219.07000000000002,377.97999999999996,75.5,197.87999999999994,155.77999999999997,284.83,284.87
185.89999999999998,289.7300000000001,586.25,222.71000000000004,63.610000000000014,0.0,74.37,155.46,314.36999999999995,139.11,261.48999999999995,219.39,348.44,317.9
222.64999999999998,326.4800000000001,623.0,259.46000000000004,137.98000000000002,74.37,0.0,81.09,239.99999999999994,213.48000000000002,335.85999999999996,293.76,422.81,354.65
263.14,366.97,663.49,299.95000000000005,219.07000000000002,155.46,81.09,0.0,158.90999999999994,294.57000000000005,416.95,374.85,503.90000000000003,395.14
352.2699999999999,441.5000000000001,738.02,374.4800000000001,377.97999999999996,314.36999999999995,239.99999999999994,158.90999999999994,0.0,453.47999999999996,575.8599999999999,533.76,662.81,469.67
110.16999999999996,214.00000000000006,510.52,232.86,75.5,139.11,213.48000000000002,294.57000000000005,453.47999999999996,0.0,122.37999999999994,171.98000000000002,209.32999999999998,242.16999999999996
223.58999999999997,255.64,453.16,355.23999999999995,197.87999999999994,261.48999999999995,335.85999999999996,416.95,575.8599999999999,122.37999999999994,0.0,229.33999999999997,163.99,184.81
282.15,385.9800000000001,682.5,318.96000000000004,155.77999999999997,219.39,293.76,374.85,533.76,171.98000000000002,229.33999999999997,0.0,129.05,414.15
310.54,342.59000000000003,617.15,442.19,284.83,348.44,422.81,503.90000000000003,662.81,209.32999999999998,163.99,129.05,0.0,348.8
132.0,135.93000000000012,302.23000000000013,235.5300000000001,284.87,317.9,354.65,395.14,469.67,242.16999999999996,184.81,414.15,348.8,0.0
